Issue Type,Issue key,Issue id,Summary,Status,Created,Updated,Custom field (Severity),Project key,Project name,Project type,Project lead,Project description,Project url,Component/s,Component/s,Priority,Resolved,Custom field (When Detected),Custom field (Defect Type (TES))
Defect,SE-1360,259446,Document Management - Reflected Cross-Site Scripting ,Closed,06/Jan/17 2:28 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Document Management,,Normal,11/Jan/17 9:30 PM,Integration,Security
Defect,SE-1359,259444,Document Management - SSH Weak Algorithms,Closed,06/Jan/17 2:25 PM,18/Apr/17 6:14 PM,S2,SE,Security Engineering,software,josh8058,,,Document Management,,Normal,24/Feb/17 5:27 PM,Integration,Security
Defect,SE-1349,258359,Found one critical vulnerability in one IP (162.13.4.253:8081) allow Remote Code execution at server site,Closed,04/Jan/17 3:04 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Security Report,,Normal,04/Jan/17 10:36 PM,Integration,Security
Defect,SE-1347,257675,Document Management - Cacheable HTTPS Response,New,30/Dec/16 5:02 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Document Management,,Normal,,Integration,Security
Defect,SE-1346,257674,Document Management - Content Spoofing,Closed,30/Dec/16 5:00 PM,18/Apr/17 6:13 PM,S2,SE,Security Engineering,software,josh8058,,,Document Management,,Normal,24/Feb/17 5:30 PM,Integration,Security
Defect,SE-1345,257672,Document Management - Authentication bypass,Closed,30/Dec/16 4:59 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Document Management,,Normal,17/Jan/17 6:53 PM,Integration,Security
Defect,SE-1344,257670,Document Management - CGI Script,Closed,30/Dec/16 4:55 PM,18/Apr/17 6:13 PM,S1,SE,Security Engineering,software,josh8058,,,Document Management,,Normal,17/Jan/17 6:50 PM,Integration,Security
Defect,SE-1342,257110,Remote Unauthenticated DoS,Closed,27/Dec/16 6:08 PM,18/Apr/17 9:47 PM,S1,SE,Security Engineering,software,josh8058,,,Carina,,Normal,18/Apr/17 9:47 PM,Integration,Security
Defect,SE-1332,252181,SfStash - Sql Wildcard Vulnerability – ‘,Closed,14/Dec/16 8:08 PM,18/Apr/17 6:14 PM,S2,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,14/Dec/16 8:30 PM,Integration,Security
Defect,SE-1331,252179,SfStash - Injection ,Closed,14/Dec/16 8:06 PM,18/Apr/17 6:13 PM,S0,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,14/Dec/16 8:30 PM,Integration,Security
Defect,SE-1330,252178,"SfStash - Through Path Trasversal, the user is able to navigate through the 1 node above.",New,14/Dec/16 8:04 PM,18/Apr/17 6:18 PM,S3,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,,Integration,Security
Defect,SE-1329,252176,SfStash - Password field with autocomplete enabled ,Closed,14/Dec/16 8:02 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,14/Dec/16 8:29 PM,Integration,Security
Defect,SE-1328,252175,SfStash - cookies attributes - Secure Flag is not set. ,Closed,14/Dec/16 8:00 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,14/Dec/16 8:29 PM,Integration,Security
Defect,SE-1327,252170,SfStash - Logout Functionality – User is not logged out.,Closed,14/Dec/16 7:57 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,17/Jan/17 6:29 PM,Integration,Security
Defect,SE-1326,252164,SfStash - Bypassing Authentication Schema – Blank Password is accepted.,Closed,14/Dec/16 7:44 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,14/Dec/16 8:28 PM,Integration,Security
Defect,SE-1325,252161,SfStash - Bypassing Authentication Schema - Any Password is accepted for Valid User Name.,Closed,14/Dec/16 7:42 PM,18/Apr/17 6:13 PM,S1,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,14/Dec/16 8:28 PM,Integration,Security
Defect,SE-1324,252159,SfStash -User enumeration / Guessable User account there are numerous accounts exposed.,Closed,14/Dec/16 7:40 PM,18/Apr/17 6:13 PM,S2,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,14/Dec/16 8:27 PM,Integration,Security
Defect,SE-1323,252158,SfStash - Access to admin interfaces - the accounts are visible. ,Closed,14/Dec/16 7:37 PM,18/Apr/17 6:14 PM,S2,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,14/Dec/16 8:27 PM,Integration,Security
Defect,SE-1322,252155,SfStash - Application configuration Weakness - /user is open,Closed,14/Dec/16 7:34 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,14/Dec/16 8:26 PM,Integration,Security
Defect,SE-1321,252154,SfStash - Apache server version/Phusion Passenger version Disclosed,Closed,14/Dec/16 7:31 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,02/Feb/17 2:47 PM,Integration,Security
Defect,SE-1320,252151,SfStash - TLS Version 1.0 & 1.1 Protocol Detection ,Closed,14/Dec/16 7:28 PM,18/Apr/17 6:13 PM,S2,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,23/Mar/17 6:27 PM,Integration,Security
Defect,SE-1319,252126,Cloud Identity Staging Data Issues,Closed,14/Dec/16 6:26 PM,18/Apr/17 6:13 PM,S1,SE,Security Engineering,software,josh8058,,,Cloud Identity,,Normal,06/Mar/17 8:28 PM,Integration,Security
Defect,SE-1318,252114,SfStash - Privilege Escalation,Closed,14/Dec/16 5:52 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,14/Dec/16 8:44 PM,Integration,Security
Defect,SE-1317,252112,SfStash - CGI Scripting,Closed,14/Dec/16 5:50 PM,18/Apr/17 6:13 PM,S1,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,17/Jan/17 6:40 PM,Integration,Security
Defect,SE-1316,252090,SfStash - OpenSSH < 7.3 Multiple Vulnerabilities,New,14/Dec/16 4:57 PM,18/Apr/17 6:19 PM,S2,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,,Integration,Security
Defect,SE-1315,252088,SfStash - OpenSSH < 7.2 Untrusted X 11 Forwarding Fallback Security Bypass,New,14/Dec/16 4:56 PM,18/Apr/17 6:20 PM,S2,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,,Integration,Security
Defect,SE-1314,252087,SfStash - OpenSSH SSHFP Record Verification Weakness,New,14/Dec/16 4:55 PM,18/Apr/17 6:19 PM,S2,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,,Integration,Security
Defect,SE-1313,252086,SfStash - OpenSSh < 7.2p2X11 Forwarding xauth Command Injection,New,14/Dec/16 4:54 PM,18/Apr/17 6:19 PM,S2,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,,Integration,Security
Defect,SE-1312,252084,SfStash - OpenSSH < 7.2p2 X11Forwarding xauth Command Injection,New,14/Dec/16 4:53 PM,18/Apr/17 6:19 PM,S2,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,,Integration,Security
Defect,SE-1311,252083,SfStash - TLS Version 1.0 Protocol Detection,Closed,14/Dec/16 4:51 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,23/Mar/17 6:29 PM,Integration,Security
Defect,SE-1310,252081,SfStash - SSH Weak Algorithms Supported,New,14/Dec/16 4:49 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,,Integration,Security
Defect,SE-1309,252079,SfStash - SSH weak algorithms supported,New,14/Dec/16 4:47 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Normal,,Integration,Security
Defect,SE-1308,252076,SfStash - SSH Server CBC Mode Ciphers Enabled,New,14/Dec/16 4:46 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Minor,,Integration,Security
Defect,SE-1307,252074,Sfstash - SSH Weak MAC Algorithms Enabled,New,14/Dec/16 4:41 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Salesforce Stash,,Minor,,Integration,Security
Defect,SE-1295,251906,Cloud Feeds does not scrub PII in staging,In Test,14/Dec/16 4:57 AM,18/Apr/17 6:17 PM,S2,SE,Security Engineering,software,josh8058,,,Cloud Feeds,,Normal,,Integration,Security
Defect,SE-1294,251905,MyRack Staging Data Issues,In Test,14/Dec/16 4:53 AM,18/Apr/17 6:17 PM,S1,SE,Security Engineering,software,josh8058,,,My Rackspace,,High,,Integration,Security
Defect,SE-1291,251599,CMS Does not Mask Cloud Accounts Data,Closed,13/Dec/16 6:03 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Management Service (CMS),,Normal,14/Dec/16 4:24 PM,Integration,Security
Defect,SE-1288,251546,Missing Input Validation for /admin/clustertypes,Closed,13/Dec/16 4:25 PM,18/Apr/17 9:47 PM,S2,SE,Security Engineering,software,josh8058,,,Carina,,Normal,18/Apr/17 9:47 PM,Integration,Security
Defect,SE-1265,249549,Cloud DNS - hijacking Rackspace's zones,New,07/Dec/16 10:33 PM,18/Apr/17 6:19 PM,S1,SE,Security Engineering,software,josh8058,,,Cloud DNS,,Normal,,Integration,Security
Defect,SE-1250,248581,Unauthenticated credential disclosure,Closed,05/Dec/16 10:45 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Carina,,Normal,11/Jan/17 11:06 PM,Integration,Security
Defect,SE-1224,246448,XML RPC Pingback Vulnerability in blog.rackspace.com,Closed,29/Nov/16 4:02 PM,18/Apr/17 6:13 PM,S2,SE,Security Engineering,software,josh8058,,,rackspace.com,,Normal,01/Dec/16 9:03 PM,Integration,Security
Defect,SE-1222,246304,Unauthenticated Access to Customer's etcd,Closed,28/Nov/16 10:08 PM,18/Apr/17 6:13 PM,S1,SE,Security Engineering,software,josh8058,,,Carina,,Normal,30/Nov/16 10:37 PM,Integration,Security
Defect,SE-1220,243864,Flask debugger enabled,Closed,22/Nov/16 9:39 PM,18/Apr/17 6:14 PM,S2,SE,Security Engineering,software,josh8058,,,Carina,,Normal,11/Jan/17 9:28 PM,Integration,Security
Defect,SE-1203,243422,Multiple Apache Vulnerabilities,Closed,21/Nov/16 9:59 PM,18/Apr/17 6:13 PM,S1,SE,Security Engineering,software,josh8058,,,Rackspace Private Cloud (RPC),,Normal,02/Dec/16 4:03 PM,Integration,Security
Defect,SE-1202,243363,Multiple OpenSSH Issues,Closed,21/Nov/16 9:15 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Rackspace Private Cloud (RPC),,Normal,02/Dec/16 3:59 PM,Integration,Security
Defect,SE-1201,243351,Multiple SSL Issues,Closed,21/Nov/16 8:51 PM,18/Apr/17 6:13 PM,S1,SE,Security Engineering,software,josh8058,,,Rackspace Private Cloud (RPC),,Normal,02/Dec/16 4:34 PM,Integration,Security
Defect,SE-1198,243052,Unsafe YAML Load,Closed,21/Nov/16 5:57 PM,18/Apr/17 6:13 PM,S2,SE,Security Engineering,software,josh8058,,,Carina,,Normal,11/Jan/17 9:32 PM,Integration,Security
Defect,SE-1197,243049,Identity token in local storage,Closed,21/Nov/16 5:53 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Carina,,Normal,11/Jan/17 11:07 PM,Integration,Security
Defect,SE-1187,242369,OpenStack Core Services accessible on public endpoint,Closed,18/Nov/16 9:26 PM,18/Apr/17 6:13 PM,S1,SE,Security Engineering,software,josh8058,,,Rackspace Private Cloud (RPC),,Normal,02/Dec/16 3:51 PM,Integration,Security
Defect,SE-1184,240210,500 on unicode in cluster name,Closed,16/Nov/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Carina,,Normal,27/Mar/17 2:44 PM,Integration,Security
Defect,SE-1182,240083,API doesn't filter cluster names (potential XSS),Closed,16/Nov/16 6:17 PM,18/Apr/17 6:13 PM,S2,SE,Security Engineering,software,josh8058,,,Carina,,Normal,06/Dec/16 4:02 PM,Integration,Security
Defect,SE-1166,239145,CRIME,Closed,15/Nov/16 3:58 PM,18/Apr/17 6:14 PM,S2,SE,Security Engineering,software,josh8058,,,Carina,,Normal,03/Apr/17 4:27 PM,Integration,Security
Defect,SE-1165,239144,Sweet 32,Closed,15/Nov/16 3:57 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Carina,,Normal,03/Apr/17 4:27 PM,Integration,Security
Defect,SE-1163,238943,Unvalidated redirect in relay_state parameter,Closed,14/Nov/16 11:12 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Notifications,Speakeasy,Normal,29/Nov/16 5:07 PM,Integration,Security
Defect,SE-1162,238739,Vulnerable version of the jquery library,New,14/Nov/16 5:11 PM,18/Apr/17 6:19 PM,S2,SE,Security Engineering,software,josh8058,,,My Rackspace,,Normal,,Integration,Security
Defect,SE-1161,238722,Vulnerable version of the angularjs library,Closed,14/Nov/16 4:55 PM,18/Apr/17 6:13 PM,S2,SE,Security Engineering,software,josh8058,,,Notifications,Speakeasy,Normal,28/Mar/17 2:21 PM,Integration,Security
Defect,SE-1160,238679,Session Cookie is exposed to client-side scripts ,Closed,14/Nov/16 4:02 PM,18/Apr/17 6:13 PM,S2,SE,Security Engineering,software,josh8058,,,Notifications,Speakeasy,Normal,29/Nov/16 5:04 PM,Integration,Security
Defect,SE-1158,237778,lxml Library is vulnerable to XML attacks,Closed,11/Nov/16 3:47 PM,18/Apr/17 6:13 PM,S2,SE,Security Engineering,software,josh8058,,,Notifications,Speakeasy,Normal,29/Nov/16 5:05 PM,Integration,Security
Defect,SE-1157,237668,SAML Response XXE vulnerability,Closed,10/Nov/16 10:49 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Notifications,Speakeasy,Normal,29/Nov/16 5:05 PM,Integration,Security
Defect,SE-1136,234393,Notifications - TLS Certificate Validation,Closed,02/Nov/16 6:46 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Notifications,Speakeasy,Normal,15/Nov/16 5:41 PM,Integration,Security
Defect,SE-1135,234380,Session ID in URL for GET Cluster Credentials,Closed,02/Nov/16 6:35 PM,18/Apr/17 6:13 PM,S2,SE,Security Engineering,software,josh8058,,,Carina,,Normal,11/Jan/17 11:11 PM,Integration,Security
Defect,SE-1094,228726,DRAC crash via arbitrary network data,Closed,21/Oct/16 9:41 PM,18/Apr/17 6:14 PM,S1,SE,Security Engineering,software,josh8058,,,Carina,,Normal,13/Dec/16 5:44 PM,Integration,Security
Defect,SE-1093,228548,Unauthenticated DRAC Compromise via IPMI,Closed,21/Oct/16 7:13 PM,18/Apr/17 6:13 PM,S1,SE,Security Engineering,software,josh8058,,,Carina,,Normal,13/Dec/16 5:44 PM,Integration,Security
Defect,SE-1068,226630,Cacheable HTTPS response,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Billing UI,,Normal,,Integration,Security
Defect,SE-1067,226629,SSH Server CBC Mode Ciphers Enabled,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Billing UI,,Normal,,Integration,Security
Defect,SE-1066,226628,HTTP Response Echoes User Input,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Ticket API (Picard),,Normal,,Integration,Security
Defect,SE-1065,226627,Use of unsafe yaml load function,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Ticket API (Picard),,Normal,12/Jan/17 10:58 PM,Integration,Security
Defect,SE-1064,226626,Information Disclosure,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Backup,,Normal,18/Oct/16 2:59 PM,Integration,Security
Defect,SE-1063,226625,Validate Configuration Notification Email,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Backup,,Normal,18/Oct/16 2:59 PM,Integration,Security
Defect,SE-1062,226624,Configuration created on HTTP 400 Agent not Found,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Backup,,Normal,18/Oct/16 2:59 PM,Integration,Security
Defect,SE-1061,226623,Ticket Number Enumeration,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Ticket API (Picard),,Normal,10/Jan/17 7:08 PM,Integration,Security
Defect,SE-1060,226622,Frameable response (potential Clickjacking),New,17/Oct/16 8:38 PM,18/Apr/17 6:20 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Billing UI,,Normal,,Integration,Security
Defect,SE-1059,226621,Autocomplete is enabled for credentials.,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Billing UI,,Normal,,Integration,Security
Defect,SE-1058,226620,SSL RC4 Cipher Suites Supported (Bar Mitzvah),New,17/Oct/16 8:38 PM,18/Apr/17 6:20 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Billing UI,,Normal,,Integration,Security
Defect,SE-1057,226619,Possible security implications associated with subprocess module.,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Managed Backup (MBU),,Normal,,Integration,Security
Defect,SE-1056,226618,Inadequate Encryption Strength,Closed,17/Oct/16 8:38 PM,21/Apr/17 5:28 PM,S3,SE,Security Engineering,software,josh8058,,,Payment Services,,Normal,21/Apr/17 5:28 PM,Integration,Security
Defect,SE-1055,226617,Inadequate Encryption Strength,Closed,17/Oct/16 8:38 PM,21/Apr/17 5:30 PM,S3,SE,Security Engineering,software,josh8058,,,Billing Service Layer (BSL),,Normal,21/Apr/17 5:30 PM,Integration,Security
Defect,SE-1054,226616,SSL/TLS Diffie-Hellman Modulus <= 1024 Bits (Logjam),New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Billing UI,,Normal,,Integration,Security
Defect,SE-1053,226615,SSL Certificate does not match Hostname,New,17/Oct/16 8:38 PM,18/Apr/17 6:20 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Servers,,Normal,,Integration,Security
Defect,SE-1052,226614,MS SQL: Verify 4 Patches,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Segment Support,,Normal,19/Oct/16 2:18 PM,Integration,Security
Defect,SE-1051,226613,SSH Weak MAC Algorithms Enabled,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Billing UI,,Normal,,Integration,Security
Defect,SE-1050,226612,LogJam - SSH Diffie-Hellman Modulus & SSL/TLS Diffie-Hellman Modulus,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Billing UI,,Normal,,Integration,Security
Defect,SE-1049,226611,Improper input validation on X-Agent-Id Header causes 500,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Backup,,Normal,18/Oct/16 2:59 PM,Integration,Security
Defect,SE-1048,226610,Cacheable HTTPS response,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Quote Management,,Normal,,Integration,Security
Defect,SE-1047,226609,SSL/TLS Diffie-Hellman Modulus <= 1024 Bits (Logjam),New,17/Oct/16 8:38 PM,18/Apr/17 6:20 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Billing UI,,Normal,,Integration,Security
Defect,SE-1046,226608,SSH Server CBC Mode Ciphers Enabled,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Networks,,Normal,17/Apr/17 4:11 PM,Integration,Security
Defect,SE-1045,226607,SSH Weak MAC Algorithms Enabled,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Networks,,Normal,17/Apr/17 4:11 PM,Integration,Security
Defect,SE-1044,226606,SSH Server CBC Mode Ciphers Enabled,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Carina,,Normal,14/Dec/16 5:49 PM,Integration,Security
Defect,SE-1043,226605,SSH Weak Cipher and MAC Schemes,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,VMware VRealize Ops,,Normal,,Integration,Security
Defect,SE-1042,226604,Open Ports,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,VMware VRealize Ops,,Normal,,Integration,Security
Defect,SE-1041,226603,SSH Weak MAC Algorithms Enabled,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Carina,,Normal,14/Dec/16 5:49 PM,Integration,Security
Defect,SE-1040,226602,Potential for DOM-based XSS,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,My Rackspace,,Normal,06/Jan/17 11:07 PM,Integration,Security
Defect,SE-1039,226601,HTTP TRACE / TRACK Methods Allowed,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Networks,,Normal,17/Apr/17 4:09 PM,Integration,Security
Defect,SE-1038,226600,Clickjacking Vulnerability ir.rackspace.com,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Investor Relations,,Normal,30/Mar/17 6:16 PM,Integration,Security
Defect,SE-1037,226599,Cacheable HTTPS response,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Provisioning Workflow Tool (PWT),,Normal,09/Dec/16 3:33 PM,Integration,Security
Defect,SE-1036,226598,Unexpected input on X-Auth-Token header causes 500,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Customer Ticket API (Picard),,Normal,02/Dec/16 4:27 PM,Integration,Security
Defect,SE-1035,226597,Malformed data generate 503 and 409 Errors,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Backup,,Normal,18/Oct/16 2:59 PM,Integration,Security
Defect,SE-1034,226596,SSL Weak Cipher Suites Supported,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Segment Support,,Normal,19/Oct/16 2:18 PM,Integration,Security
Defect,SE-1033,226595,Improper input validation on X-Auth-Token Header causes 500,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Designate,,Normal,,Integration,Security
Defect,SE-1032,226594,Host Header Validation,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Designate,,Normal,,Integration,Security
Defect,SE-1031,226593,Terminal Services Doesn't Use Network Level Authentication (NLA),Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Segment Support,,Normal,19/Oct/16 2:18 PM,Integration,Security
Defect,SE-1030,226592,SSL Anonymous Cipher Suite Supported,New,17/Oct/16 8:38 PM,18/Apr/17 6:20 PM,S3,SE,Security Engineering,software,josh8058,,,Fast-Lane,,Normal,,Integration,Security
Defect,SE-1029,226591,SMTP Cleartext Login,New,17/Oct/16 8:38 PM,18/Apr/17 6:20 PM,S3,SE,Security Engineering,software,josh8058,,,Fast-Lane,,Normal,,Integration,Security
Defect,SE-1028,226590,Services Support Weak SSL protocol,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,VMware VRealize Ops,,Normal,,Integration,Security
Defect,SE-1027,226589,Entering a large string in description field discloses internal database information,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Arbor,,Normal,12/Jan/17 5:02 PM,Integration,Security
Defect,SE-1026,226588,Second order XSS in error msg,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Networks,,Normal,12/Jan/17 8:22 PM,Integration,Security
Defect,SE-1025,226587,IsLinkedClickedForInfo is sent as plain text,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,My Rackspace,,Normal,17/Apr/17 4:47 PM,Integration,Security
Defect,SE-1024,226586,Cacheable HTTPS response,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,My Rackspace,,Normal,,Integration,Security
Defect,SE-1023,226585,Catchable HTTPS response,New,17/Oct/16 8:38 PM,18/Apr/17 6:20 PM,S3,SE,Security Engineering,software,josh8058,,,Runbook Automation (RBA),,Normal,,Integration,Security
Defect,SE-1022,226584,Mixed content,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Runbook Automation (RBA),,Normal,,Integration,Security
Defect,SE-1021,226583,X-Frame Options is not set,New,17/Oct/16 8:38 PM,18/Apr/17 6:18 PM,S3,SE,Security Engineering,software,josh8058,,,Runbook Automation (RBA),,Normal,,Integration,Security
Defect,SE-1020,226582,Username with Autocomplete enable,New,17/Oct/16 8:38 PM,18/Apr/17 6:20 PM,S3,SE,Security Engineering,software,josh8058,,,Runbook Automation (RBA),,Normal,,Integration,Security
Defect,SE-1019,226581,Nmap OS Detection,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Identity,,Normal,17/Apr/17 4:20 PM,Integration,Security
Defect,SE-1018,226580,Flammable response(potential Clickjacking),New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Runbook Automation (RBA),,Normal,,Integration,Security
Defect,SE-1017,226579,Cacheable HTTPS response,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Identity,,Normal,,Integration,Security
Defect,SE-1016,226578,Information Exposure,New,17/Oct/16 8:38 PM,18/Apr/17 6:19 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Identity,,Normal,,Integration,Security
Defect,SE-1015,226577,Control Characters in URL Result in 502,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:13 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Backup,,Normal,18/Oct/16 2:59 PM,Integration,Security
Defect,SE-1014,226576,Host Header Validation,Closed,17/Oct/16 8:38 PM,18/Apr/17 6:14 PM,S3,SE,Security Engineering,software,josh8058,,,Cloud Backup,,Normal,18/Oct/16 2:59 PM,Integration,Security
